20181126135912,32.032763,118.708513,46001,3,20738,93994773,1650,107,-49,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135917,32.032713,118.708487,46011,3,16527,67316274,1825,242,-57,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135920,32.032680,118.708467,46001,2,53506,38672,10663,238,-76,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135923,32.032650,118.708442,46000,0,20758,44382,74,52,-70,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135926,32.032615,118.708427,46000,3,20758,9854875,40540,31,-52,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135931,32.032520,118.708398,46001,3,20738,93994773,1650,107,-53,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135932,32.032507,118.708392,46001,0,13351,37845,650,4,-91,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135936,32.032453,118.708378,46011,3,16527,67316274,1825,242,-54,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135944,32.032328,118.708367,46001,2,53506,38672,10663,238,-72,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135945,32.032313,118.708365,46000,3,20758,9639323,40540,148,-51,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135947,32.032292,118.708365,46000,0,20758,44382,74,52,-71,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135950,32.032242,118.708360,46001,3,20738,93929247,1650,2,-53,,,,,,,,,,,,,,,,,,,,,,,,,
20181126135955,32.032168,118.708350,46011,3,16527,67316274,1825,242,-55,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140004,32.032023,118.708333,46000,3,20758,9639323,40540,148,-50,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140008,32.031980,118.708333,46001,2,53506,38672,10663,238,-80,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140009,32.031962,118.708328,46001,3,20738,93929247,1650,2,-58,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140012,32.031943,118.708325,46000,0,20758,44382,74,52,-68,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140015,32.031913,118.708325,46011,3,16527,67316274,1825,242,-56,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140021,32.031862,118.708318,46001,0,13351,37845,650,4,-84,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140024,32.031805,118.708328,46000,3,20954,230982145,40540,95,-50,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140028,32.031757,118.708325,46001,3,20738,93539349,1650,319,-51,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140032,32.031715,118.708322,46001,2,53506,39152,10663,193,-73,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140033,32.031692,118.708330,46011,3,16527,67316274,1825,242,-61,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140035,32.031687,118.708332,46000,0,20758,34302,74,56,-69,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140042,32.031600,118.708363,46000,3,20954,230982145,40540,95,-54,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140044,32.031588,118.708365,46001,0,13351,37845,650,4,-88,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140047,32.031557,118.708367,46001,3,20738,93539349,1650,319,-61,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140052,32.031510,118.708360,46011,3,16439,66085942,1825,21,-66,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140056,32.031448,118.708352,46001,2,53506,22693,10663,156,-72,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140059,32.031382,118.708335,46000,0,20758,44383,70,20,-82,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140101,32.031363,118.708327,46000,3,20954,230982145,40540,95,-54,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140106,32.031322,118.708353,46001,3,20738,84102175,1650,17,-58,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140108,32.031285,118.708350,46001,0,13351,37845,650,4,-90,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140111,32.031247,118.708340,46011,3,16439,66085942,1825,21,-61,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140120,32.031122,118.708248,46001,2,53506,22693,10663,156,-66,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140120,32.031122,118.708248,46000,3,20954,230982145,40540,95,-52,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140124,32.031068,118.708218,46000,0,20758,53651,69,15,-79,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140125,32.031058,118.708197,46001,3,20738,84102175,1650,17,-50,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140130,32.031005,118.708193,46011,3,16439,66085942,1825,21,-51,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140133,32.030965,118.708180,46001,0,13351,37845,650,4,-93,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140139,32.030875,118.708192,46000,3,20954,230982145,40540,95,-40,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140144,32.030792,118.708168,46001,2,53506,22693,10663,156,-62,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140145,32.030777,118.708162,46001,3,20738,84102175,1650,17,-56,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140149,32.030717,118.708137,46011,3,16439,66085942,1825,21,-52,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140156,32.030627,118.708100,46001,0,13351,37847,655,4,-75,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140158,32.030605,118.708088,46000,3,20954,230982145,40540,95,-50,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140203,32.030535,118.708060,46001,3,20738,84102175,1650,17,-53,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140208,32.030443,118.708030,46001,2,53506,22693,10663,156,-65,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140208,32.030443,118.708030,46011,3,16439,66085942,1825,21,-58,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140211,32.030390,118.708005,46000,0,20758,50752,76,60,-83,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140220,32.030258,118.707958,46001,0,13351,37847,655,4,-56,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140222,32.030228,118.707952,46001,3,20738,84102175,1650,17,-46,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140227,32.030153,118.707933,46011,3,16439,66085942,1825,21,-49,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140232,32.030055,118.707892,46001,2,53506,22693,10663,156,-61,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140236,32.030023,118.707877,46000,0,20758,53653,67,49,-70,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140236,32.030023,118.707877,46000,3,20954,230982145,40540,95,-43,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140241,32.029997,118.707805,46001,3,20738,84102175,1650,17,-52,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140245,32.029968,118.707788,46001,0,13351,37847,655,4,-70,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140246,32.029950,118.707772,46011,3,16439,66085942,1825,21,-63,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140255,32.029942,118.707763,46000,3,20954,230982145,40540,95,-56,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140256,32.029942,118.707763,46001,2,53506,22693,10663,156,-73,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140259,0.000000,0.000000,46000,0,20758,53653,67,49,-80,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140300,0.000000,0.000000,46000,3,20954,230982145,40540,95,-59,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140308,0.000000,0.000000,46001,0,13351,37847,655,4,-83,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140319,32.029403,118.707645,46001,3,20738,93605131,1650,348,-67,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140320,32.029392,118.707640,46001,2,53506,561,10663,12,-83,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140323,32.029355,118.707635,46000,0,20758,53651,69,15,-79,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140324,32.029338,118.707633,46011,3,16439,66396946,2452,73,-66,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140332,32.029365,118.707598,46001,0,13351,37847,655,4,-87,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140333,32.029362,118.707593,46000,3,20758,230636804,40540,499,-65,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140338,32.029350,118.707568,46001,3,20738,93605131,1650,348,-63,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140343,32.029283,118.707537,46011,3,16439,66396946,2452,73,-66,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140344,32.029283,118.707537,46001,2,53506,561,10663,12,-79,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140348,32.029210,118.707505,46000,0,20758,50752,76,60,-76,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140352,32.029110,118.707458,46000,3,20758,230636812,40738,499,-64,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140357,32.029028,118.707413,46001,0,13351,37847,655,4,-90,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140357,32.029028,118.707413,46001,3,20738,93539349,1650,319,-63,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140402,32.028930,118.707343,46011,3,16439,66396946,2452,73,-65,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140408,32.028838,118.707268,46001,2,53506,19502,10663,162,-83,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140411,32.028810,118.707223,46000,0,20758,41061,62,11,-79,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140411,32.028810,118.707223,46000,3,20758,230636812,40738,499,-66,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140416,32.028803,118.707157,46001,3,20738,84076821,1650,19,-67,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140420,32.028780,118.707143,46001,0,13351,37847,655,4,-87,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140421,32.028777,118.707152,46011,3,16439,66396946,2452,73,-64,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140430,32.028673,118.707163,46000,3,20758,230636804,40540,499,-67,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140432,32.028678,118.707167,46001,2,53506,39152,10663,193,-84,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140435,32.028627,118.707165,46000,0,20758,34302,74,56,-80,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140436,32.028627,118.707165,46001,3,20738,93539349,1650,319,-62,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140440,32.028562,118.707145,46011,3,16439,66396946,2452,73,-66,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140444,32.028483,118.707118,46001,0,13351,37847,655,4,-99,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140449,32.028425,118.707073,46000,3,20758,230636804,40540,499,-70,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140454,32.028345,118.707010,46001,3,20738,93539349,1650,319,-72,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140456,32.028333,118.707000,46001,2,53506,19502,10663,162,-84,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140500,32.028268,118.706958,46000,0,20758,53651,69,15,-78,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140508,32.028142,118.706913,46000,3,20758,230636812,40738,499,-68,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140513,32.027975,118.706865,46001,3,20738,93605131,1650,348,-68,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140518,32.027913,118.706848,46011,3,16439,66396946,2452,73,-62,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140520,32.027883,118.706842,46001,2,53506,561,10663,12,-86,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140523,32.027835,118.706842,46000,0,20758,53651,69,15,-73,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140527,32.027720,118.706812,46000,3,20758,230636812,40738,499,-65,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140532,32.027707,118.706822,46001,3,20738,93539349,1650,319,-68,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140537,32.027698,118.706758,46011,3,16439,66110260,1825,74,-56,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140544,32.027650,118.706670,46001,2,53506,19502,10663,162,-85,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140546,32.027648,118.706667,46000,3,20758,230636812,40738,499,-61,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140547,32.027638,118.706665,46000,0,20758,35761,79,54,-70,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140551,32.027602,118.706655,46001,3,20738,93539349,1650,319,-74,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140556,32.027522,118.706617,46001,0,13351,24552,642,20,-84,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140557,32.027497,118.706617,46011,3,16439,66110260,1825,74,-46,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140606,32.027353,118.706560,46000,3,20758,230636804,40540,499,-66,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140608,32.027328,118.706547,46001,2,53506,19502,10663,162,-80,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140610,32.027302,118.706533,46001,3,20738,84076821,1650,19,-62,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140612,32.027278,118.706517,46000,0,20758,41063,78,57,-72,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140615,32.027210,118.706472,46011,3,16439,66110260,1825,74,-47,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140624,32.027063,118.706352,46000,3,20758,84898564,40540,299,-59,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140629,32.026962,118.706272,46001,3,20738,93605131,1650,348,-63,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140632,32.026897,118.706232,46001,2,53506,19502,10663,162,-76,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140634,32.026883,118.706213,46011,3,16439,66110260,1825,74,-48,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140635,32.026877,118.706190,46000,0,20758,35761,79,54,-66,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140643,32.026755,118.706033,46000,3,20758,84898565,40540,297,-50,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140644,32.026740,118.706020,46001,0,13351,24552,642,20,-75,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140648,32.026703,118.705993,46001,3,20738,93605131,1650,348,-63,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140653,32.026658,118.705900,46011,3,16439,66110260,1825,74,-52,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140656,32.026640,118.705882,46001,2,53506,19502,10663,162,-81,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140659,32.026640,118.705882,46000,0,20758,35761,79,54,-69,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140702,32.026640,118.705882,46000,3,20758,84898564,40540,299,-60,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140708,32.026550,118.705492,46001,3,20738,84076821,1650,19,-66,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140708,32.026547,118.705483,46001,0,13351,24552,642,20,-87,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140712,32.026495,118.705483,46011,3,16439,66110260,1825,74,-53,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140720,32.026420,118.705463,46001,2,53506,19502,10663,162,-81,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140721,32.026420,118.705457,46000,3,20758,84898564,40540,299,-46,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140724,32.026412,118.705423,46000,0,20758,35761,79,54,-63,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140727,32.026442,118.705403,46001,3,20738,93605151,1650,350,-65,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140731,32.026383,118.705367,46011,3,16439,66396945,2452,74,-46,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140733,32.026375,118.705342,46001,0,13351,24552,642,20,-90,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140740,32.026357,118.705278,46000,3,20758,84898564,40540,299,-40,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140744,32.026358,118.705250,46001,2,53506,19502,10663,162,-75,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140745,32.026360,118.705242,46001,3,20738,93605151,1650,350,-63,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140747,32.026352,118.705228,46000,0,20758,35761,79,54,-59,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140750,32.026337,118.705187,46011,3,16439,66110262,1825,72,-46,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140759,32.026295,118.705062,46000,3,20758,84898564,40540,299,-42,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140804,32.026297,118.705017,46001,3,20738,84076811,1650,18,-61,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140808,32.026272,118.704972,46001,2,53506,19501,10663,161,-71,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140809,32.026268,118.704953,46011,3,16439,66110262,1825,72,-62,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140811,32.025945,118.704715,46000,0,20758,35761,79,54,-66,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140818,32.025895,118.704652,46000,3,20758,84898564,40540,299,-44,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140820,32.025887,118.704622,46001,0,13351,24551,659,26,-79,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140823,32.025887,118.704592,46001,3,20738,84076831,1650,20,-63,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140829,32.025870,118.704538,46011,3,16439,66396945,2452,74,-61,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140832,32.025905,118.704507,46001,2,53506,19503,10663,163,-78,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140836,32.025880,118.704477,46000,0,20758,50752,76,60,-69,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140838,32.025880,118.704472,46000,3,20758,84898566,40540,298,-41,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140845,32.025813,118.704448,46001,0,13351,24551,659,26,-84,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140848,32.025757,118.704412,46011,3,16439,66396945,2452,74,-61,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140856,32.025670,118.704338,46001,2,53506,19503,10663,163,-71,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140859,32.025623,118.704327,46000,0,20758,35763,65,47,-65,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140901,32.025588,118.704312,46001,3,20738,84076831,1650,20,-62,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140906,32.025540,118.704273,46011,3,16439,66396945,2452,74,-63,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140908,32.025520,118.704265,46001,0,13351,24551,659,26,-90,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140915,32.025400,118.704228,46000,3,20758,84898566,40540,298,-45,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140920,32.025353,118.704197,46001,2,53506,19503,10663,163,-72,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140920,32.025353,118.704197,46001,3,20738,93605151,1650,350,-64,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140923,32.025330,118.704180,46000,0,20758,35763,65,47,-64,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140925,32.025320,118.704178,46011,3,16439,66396945,2452,74,-63,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140934,32.025217,118.704100,46000,3,20758,84898566,40540,298,-52,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140939,32.025198,118.704055,46001,3,20738,84076831,1650,20,-64,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140944,32.025157,118.704020,46001,2,53506,19503,10663,163,-77,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140948,32.025103,118.703993,46000,0,20758,35763,65,47,-66,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140953,32.025017,118.703985,46000,3,20758,84898566,40540,298,-60,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140957,32.024990,118.703962,46001,0,13351,24551,659,26,-97,,,,,,,,,,,,,,,,,,,,,,,,,
20181126140959,32.024978,118.703955,46001,3,20738,84076831,1650,20,-67,,,,,,,,,,,,,,,,,,,,,,,,,
20181126141003,32.024935,118.703945,46011,3,16439,66396945,2452,74,-58,,,,,,,,,,,,,,,,,,,,,,,,,
20181126141008,32.024887,118.703943,46001,2,53506,19503,10663,163,-86,,,,,,,,,,,,,,,,,,,,,,,,,
20181126141011,32.024865,118.703928,46000,0,20758,35763,65,47,-67,,,,,,,,,,,,,,,,,,,,,,,,,
20181126141012,32.024865,118.703928,46000,3,20758,84898565,40540,297,-69,,,,,,,,,,,,,,,,,,,,,,,,,
20181126141018,32.024803,118.703902,46001,3,20738,84076831,1650,20,-68,,,,,,,,,,,,,,,,,,,,,,,,,
20181126141020,32.024752,118.703878,46001,0,13351,24551,659,26,-96,,,,,,,,,,,,,,,,,,,,,,,,,
20181126141022,32.024718,118.703863,46011,3,16439,66396945,2452,74,-65,,,,,,,,,,,,,,,,,,,,,,,,,
20181126141031,32.024525,118.703743,46000,3,20758,84898566,40540,298,-69,,,,,,,,,,,,,,,,,,,,,,,,,
20181126141032,32.024502,118.703713,46001,2,53506,19503,10663,163,-80,,,,,,,,,,,,,,,,,,,,,,,,,
20181126141035,32.024488,118.703707,46000,0,20758,35763,65,47,-69,,,,,,,,,,,,,,,,,,,,,,,,,
